"area","slug","title","url","dest","status","bytes","message"
"protocols","rfc-1034-dns","RFC 1034 DNS concepts","https://www.rfc-editor.org/rfc/rfc1034.txt","wiki/raw/chapter-10-informatica/05-reti-web-protocolli/rfc-1034-dns.txt","ok","126103",""
"protocols","rfc-1035-dns","RFC 1035 DNS implementation","https://www.rfc-editor.org/rfc/rfc1035.txt","wiki/raw/chapter-10-informatica/05-reti-web-protocolli/rfc-1035-dns.txt","ok","122549",""
"protocols","rfc-5321-smtp","RFC 5321 SMTP","https://www.rfc-editor.org/rfc/rfc5321.txt","wiki/raw/chapter-10-informatica/05-reti-web-protocolli/rfc-5321-smtp.txt","ok","225929",""
"programmazione","mdn-html","MDN HTML reference","https://developer.mozilla.org/en-US/docs/Web/HTML","wiki/raw/chapter-10-informatica/06-programmazione-database-dati/mdn-html.html","ok","183328",""
"programmazione","mdn-javascript-guide","MDN JavaScript guide","https://developer.mozilla.org/en-US/docs/Web/JavaScript/Guide/Introduction","wiki/raw/chapter-10-informatica/06-programmazione-database-dati/mdn-javascript-guide.html","ok","205156",""
"programmazione","python-tutorial","Python official tutorial","https://docs.python.org/3/tutorial/index.html","wiki/raw/chapter-10-informatica/06-programmazione-database-dati/python-tutorial.html","ok","37108",""
"programmazione","w3c-xml","W3C XML 1.0 Recommendation","https://www.w3.org/TR/xml/","wiki/raw/chapter-10-informatica/06-programmazione-database-dati/w3c-xml.html","ok","219926",""
"programmazione","postgresql-tutorial","PostgreSQL official tutorial","https://www.postgresql.org/docs/current/tutorial.html","wiki/raw/chapter-10-informatica/06-programmazione-database-dati/postgresql-tutorial.html","ok","17725",""
"programmazione","oracle-sql-quick-reference","Oracle SQL Language Quick Reference","https://docs.oracle.com/en/database/oracle/oracle-database/23/sqlqr/index.html","wiki/raw/chapter-10-informatica/06-programmazione-database-dati/oracle-sql-quick-reference.html","ok","5098",""
"formati","iana-media-types","IANA Media Types registry","https://www.iana.org/assignments/media-types/media-types.xhtml","wiki/raw/chapter-10-informatica/06-programmazione-database-dati/iana-media-types.html","ok","951511",""
"formati","unicode-latest","Unicode latest standard overview","https://www.unicode.org/versions/latest/","wiki/raw/chapter-10-informatica/06-programmazione-database-dati/unicode-latest.html","ok","60702",""
"privacy","garante-gdpr-guida-2023","Garante guida applicazione GDPR 2023","https://www.garanteprivacy.it/documents/10160/0/Guida%2Ball%2Bapplicazione%2Bdel%2BRegolamento%2BUE%2B2016%2B679.pdf","wiki/raw/chapter-10-informatica/07-privacy-sicurezza/garante-gdpr-guida-2023.pdf","ok","3432235",""
"privacy","garante-gdpr-testo","Garante testo GDPR","https://www.garanteprivacy.it/il-testo-del-regolamento","wiki/raw/chapter-10-informatica/07-privacy-sicurezza/garante-gdpr-testo.html","ok","107122",""
"privacy","garante-codice-privacy","Garante codice privacy testo coordinato","https://www.garanteprivacy.it/codice","wiki/raw/chapter-10-informatica/07-privacy-sicurezza/garante-codice-privacy.html","ok","151670",""
